INSERT ALL
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ACI208', 'Embedded Systems', 2, 'aragonluisa@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('VYV208', 'Artificial Intelligence', 2, 'esquivelramiro@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('VYY199', 'Development Economics', 5, 'becerramarina@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WAQ152', 'Psycholinguistics', 5, 'corderosebastian@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WDK135', 'Relativity', 5, 'serranobruno@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WDU109', 'Legislative Processes', 5, 'lujanjoaquin@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WGH102', 'Semantics', 5, 'bermudezcecilia@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WGI105', 'Environmental Policy', 2, 'godinezdelfina@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WGI168', 'Aerodynamics', 1, 'suarezariadna@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WGT186', 'Historical Linguistics', 2, 'delpatricia@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WHC222', 'Philosophy of Mind', 3, 'salinasveronica@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WHF108', 'Power Systems', 1, 'mezasilvana@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WHN221', 'Organizational Behavior', 5, 'esquivelramiro@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WHR195', 'Artificial Intelligence', 6, 'lealvictoria@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WJP189', 'Diplomacy and Foreign Policy', 4, 'becerramarina@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WNJ182', 'History of Philosophy', 4, 'mercadocamila@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WQD121', 'Philosophy of Science', 2, 'arevaloesteban@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WYB196', 'Environmental Impact Assessment', 5, 'maldonadoelisa@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('WZH243', 'Mathematical Optimization', 2, 'cuestaariadna@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XAS227', 'History of Revolutions', 5, 'vazquezmarcos@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XDX155', 'Electromagnetic Fields', 4, 'villalobosgabriela@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XEN155', 'Renewable Energy', 6, 'riosisabel@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XEW198', 'Supply Chain Management', 3, 'cuellarpaula@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XFQ238', 'History of Philosophy', 4, 'peraltaemma@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XIL246', 'Condensed Matter Physics', 3, 'rojassamuel@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XIU103', 'Personality Psychology', 6, 'godoyemanuel@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XKQ160', 'Metaphysics', 3, 'ochoamauricio@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XKU239', 'Water Resource Management', 2, 'palaciosgustavo@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XNF216', 'Environmental Impact Assessment', 2, 'olmedomarisol@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XOB235', 'Human-Computer Interaction', 5, 'espinozaemanuel@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XPA121', 'Water Resource Management', 5, 'sotocecilia@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XPL200', 'Political Philosophy', 1, 'velasquezmonica@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XRN165', 'Electrochemistry', 6, 'rodriguezmanuel@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XTW181', 'Monetary Economics', 1, 'rubiolaura@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XUU143', 'Botany', 5, 'guzmanrocio@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XWA167', 'Data Structures and Algorithms', 2, 'rodriguezmanuel@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XYJ239', 'Molecular Biology', 4, 'salgadobruno@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('XZE237', 'Particle Physics', 4, 'tapiagabriela@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YBR229', 'Public Policy', 6, 'munozivan@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YDU188', 'Environmental Policy', 5, 'penalozamargarita@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YEO196', 'Conflict Resolution', 4, 'fernandezmaria@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YEZ120', 'Diplomacy and Foreign Policy', 2, 'ramoscristian@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YGO166', 'Mathematical Logic', 5, 'becerramarina@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YJO106', 'Health Psychology', 2, 'beltranernesto@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YKE131', 'Microeconomics', 3, 'palaciosgustavo@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YLF152', 'Ancient Civilizations', 6, 'avilamelissa@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YLU105', 'Marketing Strategies', 4, 'landamontserrat@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YNY250', 'Colonial History', 2, 'montespedro@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YOG116', 'History of Revolutions', 1, 'gutierrezmarina@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YQM226', 'Clinical Psychology', 6, 'godoyalvaro@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YRU110', 'Evolutionary Biology', 3, 'quintanahugo@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YSC110', 'Embedded Systems', 2, 'tellezsandra@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YSY169', 'Developmental Psychology', 3, 'hurtadobeatriz@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YSZ143', 'Quantum Chemistry', 2, 'lunaesteban@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YVI247', 'Political Economy', 6, 'torrescarmen@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YWC233', 'Zoology', 3, 'beltranernesto@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YWI135', 'Fluid Mechanics', 6, 'ceballosrodrigo@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('YZD128', 'Polymer Chemistry', 3, 'herreradiana@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZAR191', 'Biodiversity Conservation', 6, 'guzmanrocio@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZBN242', 'Sociolinguistics', 2, 'ocampomariana@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZCQ236', 'Public Policy', 5, 'melendezconsuelo@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZDQ227', 'Renewable Energy', 4, 'moraemiliano@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZGV186', 'Human Rights', 3, 'montespedro@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZGW204', 'Human Resource Management', 1, 'benavidesliliana@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZLM210', 'Data Structures and Algorithms', 5, 'peraltaemma@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZMD137', 'Topology', 4, 'espinozaoscar@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZNW205', 'Personality Psychology', 6, 'valenzuelarosa@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZOW215', 'Semantics', 1, 'mercadocamila@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZTR163', 'Zoology', 2, 'rojasgloria@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZWU113', 'Educational Psychology', 1, 'castrofernando@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZXI231', 'Developmental Psychology', 5, 'fernandezmaria@university.edu.es')
    INTO COURSES (COURSE_CODE, TITLE, CREDITS, PROFESSOR_EMAIL) VALUES ('ZZP201', 'Syntax', 3, 'valenzuelarosa@university.edu.es')
SELECT * FROM DUAL;
